1.   SEDAN TYPE PRODUCTION                                     `JAN-DEC 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,,SPECIFICATION,,,,,,,,,,,,,,,,,,,,,MONTH,,,,,,,,,,,,Segmt Share,Sedan Share,TOTAL 2023
,,BRAND,ASSEMBLER,TYPE / MODEL,CC,TRANS,"FUEL
(G/D)","TANK
CAPT","GVW
(Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,"WHEEL
BASE","DIMENSION
P x L x T",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,CBU,"ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,,,
,,,,New  Almaz  SE,"1,500",CVT,G,-,-,-,-,-,-,-,-,-,-,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,1,-,-,-,0.0%,0.0%,1
,,,,New  Almaz  RS Pro,"1,500",CVT,G,-,-,-,-,-,-,-,-,-,-,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,151,150,100,-,0.1%,0.0%,401
,,,,Air EV  Lite,-,AT,EV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,-,-,-,-,-,-,100,150,256,394,316,0.2%,0.1%,"1,216"
,,,,Air EV  Standard Range,-,AT,EV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,10,-,-,-,45,49,100,200,100,200,200,0.1%,0.1%,904
,,,,Air EV  Long Range,-,AT,EV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,18,621,"1,003",375,64,450,112,501,69,30,130,133,0.4%,0.4%,"3,506"
,,,,Binguo 333 KM,-,AT,BEV,-,-,-,-,-,-,-,-,-,-,-,3,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,860,0.1%,0.1%,860
,,,,Binguo 410 KM,-,AT,BEV,-,-,-,-,-,-,-,-,-,-,-,3,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,937,0.1%,0.1%,937
,,,,Almaz  1.5SE T CVT,"1,500",AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,-,70,-,-,50,-,-,0.0%,0.0%,120
,,,,Almaz  RS 1.5T EX,"1,500",AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,-,-,170,200,250,-,-,250,-,-,-,-,0.1%,0.1%,870
,,,,Almaz  RS 1.5T Pro,"1,500",AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,-,50,215,-,200,-,-,-,100,-,-,-,0.1%,0.1%,565
,,TOTAL,,,,,,,,,,,,,,,,,,,,,"73,348","70,669","77,266","45,029","67,582","59,214","66,366","69,201","62,620","65,785","66,707","56,746",100%,84%,"780,533"
,,CUMMULATIVE,,,,,,,,,,,,,,,,,,,,,"73,348","144,017","221,283","266,312","333,894","393,108","459,474","528,675","591,295","657,080","723,787","780,533",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(4X2) CC 1.501 -   2.500 [G/D] ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4X2 TYPE PRODUCTION TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
